University,Country,City,Global_Rank
Senzoku Gakuen College of Music,Japan,Kanagawa,5337
Kanagawa University of Human Services,Japan,Kanagawa,5972
Kamakura Women’s University,Japan,Kanagawa,6186
Yokohama College of Commerce,Japan,Kanagawa,6446
Institute of Information Security,Japan,Kanagawa,6500
Den-en Chofu University,Japan,Kanagawa,7217
Yokohama College of Pharmacy,Japan,Kanagawa,7694
Shoin University,Japan,Kanagawa,8475
Yashima Gakuen University,Japan,Kanagawa,12645
Kochi University,Japan,Kochi,2139
Kochi University of Technology,Japan,Kochi,2984
University of Kochi,Japan,Kochi,6044
Kumamoto University,Japan,Kumamoto,1201
Kumamoto Gakuen University,Japan,Kumamoto,3949
Sojo University,Japan,Kumamoto,4790
Prefectural University of Kumamoto,Japan,Kumamoto,4791
Kumamoto Health Science University,Japan,Kumamoto,6130
Kyushu University of Nursing and Social Welfare,Japan,Kumamoto,6432
Shokei College,Japan,Kumamoto,7222
Kyushu Lutheran College,Japan,Kumamoto,7634
Heisei College of Music,Japan,Kumamoto,7697
Kyoto University,Japan,Kyoto,127
Ritsumeikan University,Japan,Kyoto,412
Doshisha University,Japan,Kyoto,923
Ryukoku University,Japan,Kyoto,1412
Kyoto Sangyo University,Japan,Kyoto,1706
Kyoto Institute of Technology,Japan,Kyoto,2197
Kyoto University of Art and Design,Japan,Kyoto,2434
Kyoto Prefectural University of Medicine,Japan,Kyoto,3198
Bukkyo University,Japan,Kyoto,3304
Kyoto Seika Daigaku,Japan,Kyoto,3405
Kyoto University of Foreign Studies,Japan,Kyoto,3582
Kyoto University of Advanced Science,Japan,Kyoto,3755
Kyoto Women’s University,Japan,Kyoto,3803
Kyoto Notre Dame University,Japan,Kyoto,4146
Otani University,Japan,Kyoto,4162
Kyoto Prefectural University,Japan,Kyoto,4177
Kyoto City University of Arts,Japan,Kyoto,4259
Kyoto University of Education,Japan,Kyoto,4311
Kyoto Tachibana University,Japan,Kyoto,4374
Hanazono University,Japan,Kyoto,4651
Kyoto Bunkyo University,Japan,Kyoto,5212
Kyoto Koka Women’s University,Japan,Kyoto,5250
Kyoto Pharmaceutical University,Japan,Kyoto,5533
Meiji University of Integrative Medicine,Japan,Kyoto,5725
Kyoto Saga University of Arts,Japan,Kyoto,6179
Kyoto College of Graduate Studies for Informatics,Japan,Kyoto,6453
Shuchiin University,Japan,Kyoto,7175
The University of Fukuchiyama,Japan,Kyoto,7814
Doshisha Women’s College of Liberal Arts,Japan,Kyoto,9226
Kyoto College of Medical Science,Japan,Kyoto,9500
Mie University,Japan,Mie,1237
Suzuka University of Medical Science,Japan,Mie,5383
Kogakkan University,Japan,Mie,5653
Yokkaichi University,Japan,Mie,6284
Mie Prefectural College of Nursing,Japan,Mie,6303
Suzuka University,Japan,Mie,6920
Yokkaichi Nursing and Medical Care University,Japan,Mie,9260
Tohoku University,Japan,Miyagi,341
Miyagi University of Education,Japan,Miyagi,3573
Tohoku Gakuin University,Japan,Miyagi,3606
Tohoku Fukushi University,Japan,Miyagi,4503
Tohoku Pharmaceutical University,Japan,Miyagi,4770
Miyagi Gakuin Women’s University,Japan,Miyagi,4886
Tohoku Institute of Technology,Japan,Miyagi,4894
Miyagi University,Japan,Miyagi,4964
Tohoku Bunka Gakuen University,Japan,Miyagi,5095
Shokei Gakuin University,Japan,Miyagi,6617
Sendai University,Japan,Miyagi,6633
Sendai Shirayuri Women’s College,Japan,Miyagi,7184
Tohoku Seikatsu Bunka College,Japan,Miyagi,8218
Ishinomaki Senshu University,Japan,Miyagi,12649
University of Miyazaki,Japan,Miyazaki,2046
Minami Kyushu University,Japan,Miyazaki,6466
Miyazaki Municipal University,Japan,Miyazaki,6784
Kyushu University of Health and Welfare,Japan,Miyazaki,6840
Miyazaki International College,Japan,Miyazaki,6950
Miyazaki Sangyo-keiei University,Japan,Miyazaki,6971
Miyazaki Prefectural Nursing University,Japan,Miyazaki,7297
Nagasaki University,Japan,Nagasaki,1158
Nagasaki University of Foreign Studies,Japan,Nagasaki,4766
Siebold University of Nagasaki,Japan,Nagasaki,5586
Nagasaki Institute of Applied Science,Japan,Nagasaki,5735
Nagasaki International University,Japan,Nagasaki,5831
Nagasaki Junshin Catholic University,Japan,Nagasaki,6386
Kwassui Women’s College,Japan,Nagasaki,6450
Nagasaki Wesleyan University,Japan,Nagasaki,7457
Nara Institute of Science and Technology,Japan,Nara,1915
Nara Women’s University,Japan,Nara,2710
Nara Medical University,Japan,Nara,3084
Nara University of Education,Japan,Nara,3787
Nara University,Japan,Nara,5043
Tezukayama University,Japan,Nara,5139
Tenri University,Japan,Nara,5343
Naragakuen University,Japan,Nara,6540
Kio University,Japan,Nara,7304
Nara Prefectual University,Japan,Nara,8078
Niigata University,Japan,Niigata,1122
Nagaoka University of Technology,Japan,Niigata,2092
Joetsu University of Education,Japan,Niigata,4152
International University of Japan,Japan,Niigata,4429
Niigata University of Health and Welfare,Japan,Niigata,4753
Niigata Seiryo University,Japan,Niigata,4997
Nagaoka Institute of Design,Japan,Niigata,5050
Niigata University of International and Information Studies,Japan,Niigata,5413
Niigata Institute of Technology,Japan,Niigata,5708
Niigata University of Pharmacy and Applied Life Sciences,Japan,Niigata,5955
Keiwa College,Japan,Niigata,6495
Niigata Sangyo University,Japan,Niigata,6571
Niigata University of Management,Japan,Niigata,6717
Niigata College of Nursing,Japan,Niigata,7266
Nagaoka University,Japan,Niigata,7609
Graduate Institute for Entrepreneurial Studies,Japan,Niigata,8056
Oita University,Japan,Oita,2136
Ritsumeikan Asia Pacific University,Japan,Oita,2227
Beppu University,Japan,Oita,5542
Nippon Bunri University,Japan,Oita,6304
Oita University of Nursing and Health Sciences,Japan,Oita,6595
Okayama University,Japan,Okayama,839
Okayama University of Science,Japan,Okayama,2592
Okayama Prefectural University,Japan,Okayama,4083
Kurashiki University of Science and the Arts,Japan,Okayama,5024
Mimasaka University,Japan,Okayama,5493
Shujitsu University,Japan,Okayama,5676
Notre Dame Seishin University,Japan,Okayama,5703
Kibi International University,Japan,Okayama,5857
Okayama Shoka University,Japan,Okayama,5957
Sanyo Gakuen University,Japan,Okayama,6676
Kawasaki University of Medical Welfare,Japan,Okayama,6879
International Pacific University,Japan,Okayama,7021
Chugoku Gakuen University,Japan,Okayama,7112
Kawasaki Medical School,Japan,Okayama,7429
Kurashiki Sakuyo University,Japan,Okayama,7489
Okayama Gakuin University,Japan,Okayama,7910
University of the Ryukyus,Japan,Okinawa,1475
Okinawa International University,Japan,Okinawa,5330
The University of Okinawa,Japan,Okinawa,5478
Meio University,Japan,Okinawa,5680
Okinawa Prefectural University of Arts,Japan,Okinawa,5878
Okinawa Christian University,Japan,Okinawa,7446
Okinawa Prefectural College of Nursing,Japan,Okinawa,8285
Osaka University,Japan,Osaka,301
Kindai University,Japan,Osaka,1047
Kansai University,Japan,Osaka,1129
Osaka City University,Japan,Osaka,1356
Osaka Prefecture University,Japan,Osaka,1567
Osaka Kyoiku University,Japan,Osaka,2358
Kansai Medical University,Japan,Osaka,2957
Osaka Sangyo University,Japan,Osaka,2962
Osaka Institute of Technology,Japan,Osaka,3068
Osaka Medical College,Japan,Osaka,3570
Kansai Gaidai University,Japan,Osaka,3643
Setsunan University,Japan,Osaka,3818
Osaka Electro-Communication University,Japan,Osaka,3905
Otemon Gakuin University,Japan,Osaka,4037
Osaka University of Arts,Japan,Osaka,4078
Osaka University of Economics,Japan,Osaka,4214
Osaka Gakuin University,Japan,Osaka,4216
Hannan University,Japan,Osaka,4497
Osaka University of Commerce,Japan,Osaka,4991
Osaka International University,Japan,Osaka,5027
Osaka Dental University,Japan,Osaka,5483
Osaka University of Economics and Law,Japan,Osaka,5485
Osaka Shoin Women’s University,Japan,Osaka,5516
Osaka Kawasaki Rehabilitation University,Japan,Osaka,5575
Kansai University of Welfare Sciences,Japan,Osaka,5775
Tezukayama Gakuin University,Japan,Osaka,5822
Baika Women’s University,Japan,Osaka,5902
Osaka College of Music,Japan,Osaka,5918
Soai University,Japan,Osaka,6046
Osaka Ohtani University,Japan,Osaka,6252
Heian Jogakuin University,Japan,Osaka,6539
Osaka Jogakuin College,Japan,Osaka,6729
Hagoromo University of International Studies,Japan,Osaka,6948
Momoyama Gakuin University,Japan,Osaka,7007
Osaka Seikei University,Japan,Osaka,7114
Poole Gakuin University,Japan,Osaka,7125
Osaka University of Human Sciences,Japan,Osaka,7193
Shijonawate Gakuen University,Japan,Osaka,7229
Osaka University of Health and Sport Sciences,Japan,Osaka,7241
Osaka University of Pharmaceutical Sciences,Japan,Osaka,7444
Taisei Gakuin University,Japan,Osaka,7533
Morinomiya University of Medical Sciences,Japan,Osaka,7625
Osaka University of Tourism,Japan,Osaka,7755
Higashiosaka College,Japan,Osaka,7788
Kansai University of Health Sciences,Japan,Osaka,7796
Senri Kinran University,Japan,Osaka,7801
Osaka Aoyama University,Japan,Osaka,8120
Tokiwakai Gakuen University,Japan,Osaka,8222
Aino University,Japan,Osaka,8258
Shitennoji University,Japan,Osaka,12646
Saitama University,Japan,Saitama,1547
Dokkyo University,Japan,Saitama,2917
Saitama Medical School,Japan,Saitama,2929
Tokyo International University,Japan,Saitama,2949
Bunkyo University,Japan,Saitama,3513
Josai University,Japan,Saitama,3694
Nippon Institute of Technology,Japan,Saitama,4138
Saitama Institute of Technology,Japan,Saitama,4706
Kagawa Nutrition University,Japan,Saitama,4820
Surugadai University,Japan,Saitama,4869
Atomi University,Japan,Saitama,4944
Jumonji University,Japan,Saitama,5160
Institute of Technologists,Japan,Saitama,5634
Saitama Prefectural University,Japan,Saitama,5668
Shobi University,Japan,Saitama,5811
Seigakuin University,Japan,Saitama,6392
Saitama Gakuen University,Japan,Saitama,6462
Heisei International University,Japan,Saitama,6805
University of Human Arts and Sciences,Japan,Saitama,7174
Nihon Pharmaceutical University,Japan,Saitama,7335
Urawa University,Japan,Saitama,7518
Toho College of Music,Japan,Saitama,7572
Kyoei University,Japan,Saitama,7707
Tohto College of Health Sciences,Japan,Saitama,7935
Musashino Gakuin University,Japan,Saitama,8007
Nihon Institute of Medical Science,Japan,Saitama,8254
Bunri University of Hospitality,Japan,Saitama,12647
Shiga University,Japan,Shiga,2728
Shiga University of Medical Science,Japan,Shiga,2744
The University of Shiga Prefecture,Japan,Shiga,3729
Seian University of Art and Design,Japan,Shiga,5742
Nagahama Institute of Bio-Science and Technology,Japan,Shiga,6536
Biwako Seikei Sport College,Japan,Shiga,6783
Shimane University,Japan,Shimane,1762
The University of Shimane,Japan,Shimane,4913
Shizuoka University,Japan,Shizuoka,1440
University of Shizuoka,Japan,Shizuoka,2916
Hamamatsu University School of Medicine,Japan,Shizuoka,3693
Tokoha University,Japan,Shizuoka,3753
Shizuoka University of Art and Culture,Japan,Shizuoka,5046
Shizuoka Institute of Science and Technology,Japan,Shizuoka,5437
Shizuoka Sangyo University,Japan,Shizuoka,5549
Shizuoka Eiwa Gakuin University,Japan,Shizuoka,7171
Seirei Christopher University,Japan,Shizuoka,7597
Hamamatsu Gakuin University,Japan,Shizuoka,8226
Shizuoka University of Welfare,Japan,Shizuoka,8756
Jichi Medical University,Japan,Tochigi,2248
Utsunomiya University,Japan,Tochigi,2641
International University of Health and Welfare,Japan,Tochigi,2656
Dokkyo Medical University,Japan,Tochigi,3247
Hakuoh University,Japan,Tochigi,5347
Ashikaga Institute of Technology,Japan,Tochigi,5909
Sakushin Gakuin University,Japan,Tochigi,6338
Bunsei University of Art,Japan,Tochigi,7589
Utsunomiya Kyowa University,Japan,Tochigi,8589
The University of Tokushima,Japan,Tokushima,1794
Naruto University of Education,Japan,Tokushima,3968
Tokushima Bunri University,Japan,Tokushima,4371
Shikoku University,Japan,Tokushima,5087
The University of Tokyo,Japan,Tokyo,79
Keio University,Japan,Tokyo,202
Waseda University,Japan,Tokyo,358
Tokyo Institute of Technology,Japan,Tokyo,478
Nihon University,Japan,Tokyo,646
Meiji University,Japan,Tokyo,663
Tokyo University of Science,Japan,Tokyo,852
The University of Electro-Communications,Japan,Tokyo,950
Chuo University,Japan,Tokyo,999
Hosei University,Japan,Tokyo,1011
Tokai University,Japan,Tokyo,1052
Sophia University,Japan,Tokyo,1069
Rikkyo University,Japan,Tokyo,1080
Toyo University,Japan,Tokyo,1263
Tokyo University of Foreign Studies,Japan,Tokyo,1276
Hitotsubashi University,Japan,Tokyo,1331
Aoyama Gakuin University,Japan,Tokyo,1425
Juntendo University,Japan,Tokyo,1443
Tokyo Metropolitan University,Japan,Tokyo,1447
Tokyo University of the Arts,Japan,Tokyo,1472
Tokyo Medical and Dental University,Japan,Tokyo,1582
Toho University,Japan,Tokyo,1583
Ochanomizu University,Japan,Tokyo,1688
Tokyo University of Agriculture and Technology,Japan,Tokyo,1700
Tokyo Women’s Medical University,Japan,Tokyo,1763
Kokugakuin University,Japan,Tokyo,1795
Gakushuin University,Japan,Tokyo,1799
Kitasato University,Japan,Tokyo,1807
Teikyo University,Japan,Tokyo,1887
Tokyo Denki University,Japan,Tokyo,1913
Shibaura Institute of Technology,Japan,Tokyo,1941
Tokyo Medical University,Japan,Tokyo,1951
Tokyo University of Agriculture,Japan,Tokyo,2056
Tokyo Gakugei University,Japan,Tokyo,2131
International Christian University,Japan,Tokyo,2168
Tama Art University,Japan,Tokyo,2279
"Graduate School of Management, Globis University",Japan,Tokyo,2284
Kogakuin University,Japan,Tokyo,2331
Showa University,Japan,Tokyo,2384
Meisei University,Japan,Tokyo,2472
Soka University,Japan,Tokyo,2475
Meiji Gakuin University,Japan,Tokyo,2489
Jikei University School of Medicine,Japan,Tokyo,2555
Tokyo City University,Japan,Tokyo,2576
Musashino Art University,Japan,Tokyo,2580
Senshu University,Japan,Tokyo,2591
Nippon Medical School,Japan,Tokyo,2660
National Graduate Institute for Policy Studies,Japan,Tokyo,2727
Seikei University,Japan,Tokyo,2748
Komazawa University,Japan,Tokyo,2752
Tokyo University of Technology,Japan,Tokyo,2781
Japan Women’s University,Japan,Tokyo,2860
Kyorin University,Japan,Tokyo,2930
Tokyo Polytechnic University,Japan,Tokyo,2990
Daito Bunka University,Japan,Tokyo,2999
Tokyo Keizai University,Japan,Tokyo,3020
Tokyo University of Marine Science and Technology,Japan,Tokyo,3095
Rissho University,Japan,Tokyo,3125
Showa Women’s University,Japan,Tokyo,3162
Tokyo University of Pharmacy and Life Science,Japan,Tokyo,3203
Obirin Daigaku,Japan,Tokyo,3250
Musashino University,Japan,Tokyo,3432
St. Luke’s International University,Japan,Tokyo,3481
Takushoku University,Japan,Tokyo,3635
Kokushikan University,Japan,Tokyo,3741
Tokyo Woman’s Christian University,Japan,Tokyo,3747
Seijo University,Japan,Tokyo,3782
Taisho University,Japan,Tokyo,3875
Jissen Women’s University,Japan,Tokyo,3940
Asia University,Japan,Tokyo,3951
The Nippon Dental University,Japan,Tokyo,3969
Tamagawa University,Japan,Tokyo,3985
Kyoritsu Women’s University,Japan,Tokyo,4007
Digital Hollywood University,Japan,Tokyo,4122
Musashi University,Japan,Tokyo,4171
Nippon Sport Science University,Japan,Tokyo,4191
Tsuda University,Japan,Tokyo,4291
Mejiro University,Japan,Tokyo,4461
Tokyo Kasei University,Japan,Tokyo,4538
Tokyo Zokei University,Japan,Tokyo,4546
Meiji Pharmaceutical University,Japan,Tokyo,4700
Tama University,Japan,Tokyo,4763
Bunkyo Gakuin University,Japan,Tokyo,4808
University of the Sacred Heart,Japan,Tokyo,4863
Wako University,Japan,Tokyo,4881
Kunitachi College of Music,Japan,Tokyo,4967
Otsuma Women’s University,Japan,Tokyo,5106
Seisen University,Japan,Tokyo,5205
Nishogakusha University,Japan,Tokyo,5215
Toyo Gakuen University,Japan,Tokyo,5220
Tokyo College of Music,Japan,Tokyo,5376
Keisen University,Japan,Tokyo,5410
Hoshi University,Japan,Tokyo,5518
Tokyo Kasei-Gakuin University,Japan,Tokyo,5568
Musashino Academia Musicae,Japan,Tokyo,5657
Nippon Veterinary and Life Science University,Japan,Tokyo,5729
Tokyo University of Social Welfare,Japan,Tokyo,5774
Kaetsu University,Japan,Tokyo,5865
Bunka Gakuen University,Japan,Tokyo,5936
Shirayuri College,Japan,Tokyo,5963
Showa Pharmaceutical University,Japan,Tokyo,5978
The Japanese Red Cross College of Nursing,Japan,Tokyo,6142
Komazawa Women’s University,Japan,Tokyo,6219
Japan Women’s College of Physical Education,Japan,Tokyo,6233
Shiraume Gakuen University,Japan,Tokyo,6268
Advanced Institute of Industrial Technology,Japan,Tokyo,6332
Japan Lutheran College,Japan,Tokyo,6401
Ueno Gakuen University,Japan,Tokyo,6559
Toho Gakuen School of Music,Japan,Tokyo,6626
Japan College of Social Work,Japan,Tokyo,6870
Tokyo Health Care University,Japan,Tokyo,6902
Tokyo Women’s College of Physical Education,Japan,Tokyo,6959
Takachiho University,Japan,Tokyo,7003
Tokyo Jogakkan College,Japan,Tokyo,7068
Tokyo Fuji University,Japan,Tokyo,7148
Tokyo Future University,Japan,Tokyo,7401
Sugino Fashion College,Japan,Tokyo,7651
International College for Postgraduate Buddhist Studies,Japan,Tokyo,7852
Nihon Bunka University,Japan,Tokyo,7998
Tokyo Seiei College,Japan,Tokyo,8651
Bunka Fashion Graduate University,Japan,Tokyo,8908
Tokyo Union Theological Seminary,Japan,Tokyo,8947
"Korea University, Japan",Japan,Tokyo,9161
LEC Tokyo Legal Mind University,Japan,Tokyo,9694
Gakushuin Women’s College,Japan,Tokyo,10661
Tokyo Junshin University,Japan,Tokyo,12648
Tottori University,Japan,Tottori,1458
Tottori University of Environmental Studies,Japan,Tottori,5795
University of Toyama,Japan,Toyama,1703
Toyama Prefectural University,Japan,Toyama,4782
Toyama University of International Studies,Japan,Toyama,6622
Takaoka University of Law,Japan,Toyama,7078
Wakayama University,Japan,Wakayama,2616
Wakayama Medical University,Japan,Wakayama,3866
